config,layer,width,sae_id,avg_l0,fvu,hierarchy,parent,token,predict_absorption,absorption_structured_strict,absorption_structured_relaxed,eligible,n_eligible,parent_latent,absorber_latent,anchor_provenance,kg4_anchor,data_derived_anchor,anchor_agreement,recall_hole,firing_jaccard,precision,hole_coverage_gain,gain_ci_lo,gain_ci_hi,random_latent_gain,oracle_decoder_cos,oracle_absorption_fraction,oracle_corroborates,max_prec_latent,concentration_score,neuronpedia_parent_label,neuronpedia_absorber_label
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,L,LTD,DESCRIPTIVE_ONLY,False,False,False,58,35934,35582,data_derived,,35934,,,0.034,0.8529,,,,,0.0024,,False,19907,0.0403,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,L,level,DESCRIPTIVE_ONLY,False,False,False,20,35934,47499,data_derived,,35934,,0.5385,0.012,0.3939,0.5385,0.2308,0.8462,0.0,0.2313,1.0,True,53276,0.2668,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,L,law,DESCRIPTIVE_ONLY,False,False,False,17,35934,62005,data_derived,,35934,,1.0,0.0009,0.6923,1.0,1.0,1.0,0.0,0.2134,1.0,True,22963,0.2855,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,L,left,DESCRIPTIVE_ONLY,False,True,False,22,35934,41536,data_derived,,35934,,0.8571,0.0012,1.0,0.3571,0.1429,0.6429,0.0,0.2378,0.4,True,41536,0.146, legal and procedural terms related to trials and court decisions," instances of the word ""left"""
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,L,less,DESCRIPTIVE_ONLY,False,False,False,21,35934,63742,data_derived,,35934,,0.8235,0.0377,0.0769,0.0,0.0,0.0,0.0,0.0171,0.0,False,63742,0.0014,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,L,least,DESCRIPTIVE_ONLY,False,False,False,26,35934,33420,data_derived,,35934,,0.6,0.0,1.0,0.1,0.0,0.3,0.0,-0.0043,,False,34972,0.036,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,L,leave,DESCRIPTIVE_ONLY,False,False,False,20,35934,42952,data_derived,,35934,,0.6667,0.0024,0.2857,,,,,0.3033,,True,42952,0.0134,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,L,list,DESCRIPTIVE_ONLY,False,False,False,40,35934,18700,data_derived,,35934,,0.75,0.0044,0.5714,,,,,0.0766,1.0,True,23759,0.0886,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,L,levels,DESCRIPTIVE_ONLY,False,False,False,16,35934,47499,data_derived,,35934,,0.35,0.012,0.6061,0.35,0.15,0.55,0.05,0.2313,1.0,True,4061,0.0808,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,L,L,DESCRIPTIVE_ONLY,False,False,False,35,35934,15657,data_derived,,35934,,1.0,0.0107,0.1429,,,,,0.0155,0.6667,False,15657,0.0243,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,L,layer,DESCRIPTIVE_ONLY,False,True,False,21,35934,6108,data_derived,,35934,,0.75,0.005,0.7273,0.75,0.5833,0.9167,0.0,0.2382,1.0,True,41754,0.3022, legal and procedural terms related to trials and court decisions," references to ""layers"" and related concepts in various contexts"
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,L,low,DESCRIPTIVE_ONLY,False,True,False,38,35934,25468,data_derived,,35934,,0.85,0.0085,0.7273,0.35,0.15,0.55,0.0,0.0054,0.4667,False,25468,0.0046, legal and procedural terms related to trials and court decisions,"medical terminology related to conditions and treatments, particularly those with anti-cancer effects"
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,L,life,DESCRIPTIVE_ONLY,False,True,False,21,35934,50338,data_derived,,35934,,0.75,0.002,0.8,0.75,0.375,1.0,0.0,0.2779,1.0,True,34536,0.2137, legal and procedural terms related to trials and court decisions,"references to ""life"" in various contexts"
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,L,look,DESCRIPTIVE_ONLY,False,False,False,16,35934,12522,data_derived,,35934,,0.9167,0.0032,0.5455,0.9167,0.75,1.0,0.0,0.2648,1.0,True,12522,0.3645,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,often,DESCRIPTIVE_ONLY,False,False,False,23,35934,62882,data_derived,,35934,,1.0,0.0581,0.0,0.0,0.0,0.0,0.0,-0.0074,0.0,False,53306,0.0,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,org,DESCRIPTIVE_ONLY,False,False,False,32,35934,27812,data_derived,,35934,,,0.0009,0.9231,,,,,-0.0335,,False,23759,0.0092,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,out,DESCRIPTIVE_ONLY,False,False,False,36,35934,62882,data_derived,,35934,,0.7917,0.0581,0.0317,0.0833,0.0,0.2083,0.0,-0.0074,0.0,False,33618,0.0018,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,outside,DESCRIPTIVE_ONLY,False,True,False,10,35934,18652,data_derived,,35934,,1.0,0.0015,0.8889,1.0,1.0,1.0,0.0,0.2696,1.0,True,18652,0.3969, legal and procedural terms related to trials and court decisions,references to locations or entities that are situated externally or away from a central point
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,offer,DESCRIPTIVE_ONLY,False,False,False,11,35934,43996,data_derived,,35934,,0.8,0.0072,0.5556,0.8,0.6571,0.9143,0.0857,0.2785,1.0,True,17032,0.473,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,output,DESCRIPTIVE_ONLY,False,False,False,18,35934,19276,data_derived,,35934,,0.0625,0.0106,1.0,0.0625,0.0,0.1875,0.0,0.3434,,True,30918,0.3732,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,online,DESCRIPTIVE_ONLY,False,True,False,15,35934,29612,data_derived,,35934,,0.8333,0.0023,0.9231,0.8333,0.5833,1.0,0.0,-0.0022,0.0,False,54903,0.0441, legal and procedural terms related to trials and court decisions, programming-related terms and references to digital technology
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,old,DESCRIPTIVE_ONLY,False,False,False,12,35934,,data_derived,,35934,,1.0,,,,,,,,,False,5067,0.0009,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,over,DESCRIPTIVE_ONLY,False,False,False,37,35934,25468,data_derived,,35934,,0.8261,0.0085,0.2143,0.1304,0.0,0.3043,0.0,-0.0114,0.0,False,25468,0.004,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,options,DESCRIPTIVE_ONLY,False,False,False,12,35934,,data_derived,,35934,,1.0,,,,,,,,,False,53774,0.0016,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,other,DESCRIPTIVE_ONLY,False,False,False,32,35934,,data_derived,,35934,,0.8929,,,,,,,,,False,62882,0.0001,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,or,DESCRIPTIVE_ONLY,False,False,False,32,35934,,data_derived,,35934,,0.7857,,,,,,,,,False,35934,0.0005,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,O,DESCRIPTIVE_ONLY,False,False,False,33,35934,7658,data_derived,,35934,,0.5,0.0195,0.0227,,,,,0.6972,,True,15657,0.1934,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,off,DESCRIPTIVE_ONLY,False,False,False,21,35934,25468,data_derived,,35934,,0.7647,0.0085,0.0,0.0,0.0,0.0,0.0,-0.0114,0.0,False,56475,0.0084,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,object,DESCRIPTIVE_ONLY,False,False,False,37,35934,62336,data_derived,,35934,,0.8333,0.0056,0.375,0.0556,0.0,0.1667,0.0,-0.012,0.0,False,62336,0.0018,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,open,DESCRIPTIVE_ONLY,False,False,False,23,35934,10906,data_derived,,35934,,0.8333,0.0145,0.15,0.0556,0.0,0.1667,0.0,-0.0837,0.0,False,34967,0.005,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,overall,DESCRIPTIVE_ONLY,False,False,False,15,35934,19485,data_derived,,35934,,0.5,0.0047,0.9231,0.5,0.25,0.75,0.0,0.2608,1.0,True,25620,0.4455,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,our,DESCRIPTIVE_ONLY,False,True,False,33,35934,1396,data_derived,,35934,,0.9259,0.0014,0.7714,0.9259,0.8148,1.0,0.0,0.1957,1.0,True,63486,0.5661, legal and procedural terms related to trials and court decisions,references to ownership or possession in the context of a collective or shared experience
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,obtained,DESCRIPTIVE_ONLY,False,False,False,27,35934,4882,data_derived,,35934,,0.75,0.0073,0.6,0.75,0.5,1.0,0.0,0.2896,1.0,True,4882,0.227,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,own,DESCRIPTIVE_ONLY,False,False,False,33,35934,,data_derived,,35934,,0.8667,,,,,,,,,False,17622,0.0003,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,on,DESCRIPTIVE_ONLY,False,False,False,25,35934,62882,data_derived,,35934,,0.8286,0.0581,0.0952,0.1143,0.0286,0.2286,0.0,-0.0074,0.0,False,19015,0.0,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,order,DESCRIPTIVE_ONLY,False,False,False,57,35934,47970,data_derived,,35934,,1.0,0.0012,0.5185,,,,,0.2027,0.0,True,46634,0.0365,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,offered,DESCRIPTIVE_ONLY,False,False,False,12,35934,43996,data_derived,,35934,,0.5,0.0072,0.2857,0.5,0.2778,0.7222,0.0,0.2785,1.0,True,43996,0.3557,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,objects,DESCRIPTIVE_ONLY,False,False,False,23,35934,45800,data_derived,,35934,,0.6667,0.0089,0.1154,,,,,0.3608,,True,38023,0.1921,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,Our,DESCRIPTIVE_ONLY,False,False,False,12,35934,1396,data_derived,,35934,,1.0,0.0014,0.2286,1.0,1.0,1.0,0.0,0.1957,1.0,True,19285,0.3883,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,observed,DESCRIPTIVE_ONLY,False,False,False,15,35934,64771,data_derived,,35934,,0.4667,0.0096,0.9167,0.3333,0.1333,0.6,0.0,-0.0263,0.0,False,64771,0.024,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,one,DESCRIPTIVE_ONLY,False,True,False,34,35934,37,data_derived,,35934,,0.8077,0.0064,0.7429,0.8077,0.6538,0.9615,0.0,0.2452,1.0,True,37,0.6007, legal and procedural terms related to trials and court decisions,"the repeated use of the word ""one"" in various forms"
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,others,DESCRIPTIVE_ONLY,False,False,False,20,35934,62882,data_derived,,35934,,0.75,0.0581,0.0317,0.25,0.0,0.5,0.0,-0.0074,0.0,False,48284,0.0007,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,On,DESCRIPTIVE_ONLY,False,False,False,24,35934,,data_derived,,35934,,0.75,,,,,,,,,False,15657,0.0022,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,of,DESCRIPTIVE_ONLY,False,False,False,59,35934,40590,data_derived,,35934,,1.0,0.0012,0.8571,,,,,-0.0059,,False,41130,0.0079,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,original,DESCRIPTIVE_ONLY,False,True,False,10,35934,35094,data_derived,,35934,,0.8462,0.0012,1.0,0.8462,0.6154,1.0,0.0,0.2292,1.0,True,35094,0.4712, legal and procedural terms related to trials and court decisions," mentions of the term ""original"" in various contexts"
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,O,only,DESCRIPTIVE_ONLY,False,True,False,32,35934,9486,data_derived,,35934,,0.75,0.0003,0.8,0.1429,0.0357,0.2857,0.0,0.1305,0.1905,True,9486,0.0897, legal and procedural terms related to trials and court decisions," the word ""only"" and variations indicating exclusivity or singularity"
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,treatment,DESCRIPTIVE_ONLY,False,False,False,6,35934,,data_derived,,35934,,0.8125,,,,,,,,,False,35934,0.0029,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,This,DESCRIPTIVE_ONLY,False,False,False,33,35934,62722,data_derived,,35934,,0.9167,0.0012,1.0,0.1667,0.0,0.4167,0.0,0.1486,0.1818,True,62722,0.0013,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,The,DESCRIPTIVE_ONLY,False,False,False,24,35934,14128,data_derived,,35934,,0.9722,0.0003,0.75,0.0278,0.0,0.0833,0.0,0.2603,0.0286,True,14128,0.1474,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,team,DESCRIPTIVE_ONLY,False,False,False,13,35934,,data_derived,,35934,,0.6923,,,,,,,,,False,36239,0.0037,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,their,DESCRIPTIVE_ONLY,False,True,False,40,35934,7744,data_derived,,35934,,0.9,0.0026,0.9524,0.9,0.75,1.0,0.0,0.2035,1.0,True,15906,0.5095, legal and procedural terms related to trials and court decisions,references to ownership or possession
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,things,DESCRIPTIVE_ONLY,False,True,False,18,35934,45595,data_derived,,35934,,0.9,0.0035,0.8571,0.6,0.3,0.9,0.0,0.0171,0.6667,False,45595,0.0282, legal and procedural terms related to trials and court decisions,references to groups of people and staff in organizational contexts
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,trial,DESCRIPTIVE_ONLY,False,False,False,1,35934,,data_derived,,35934,,0.4324,,,,,,,,,False,,,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,that,DESCRIPTIVE_ONLY,False,True,False,45,35934,35649,data_derived,,35934,,0.9333,0.002,0.7143,0.9333,0.8,1.0,0.0,0.1476,1.0,True,35649,0.465, legal and procedural terms related to trials and court decisions,"the word ""that"" in various contexts"
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,three,DESCRIPTIVE_ONLY,False,True,False,23,35934,31865,data_derived,,35934,,0.8,0.002,0.9375,0.8,0.6,1.0,0.0,0.2174,1.0,True,31865,0.5335, legal and procedural terms related to trials and court decisions,"the word ""three"" and its variations in context"
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,T,DESCRIPTIVE_ONLY,False,False,False,18,35934,15657,data_derived,,35934,,1.0,0.0107,0.0,,,,,-0.0018,0.0,False,43904,0.0283,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,Trujillo,DESCRIPTIVE_ONLY,False,False,False,0,35934,,data_derived,,35934,,0.76,,,,,,,,,False,,,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,think,DESCRIPTIVE_ONLY,False,True,False,14,35934,32564,data_derived,,35934,,0.95,0.0009,0.8696,0.95,0.85,1.0,0.0,0.1123,1.0,True,32564,0.1496, legal and procedural terms related to trials and court decisions,expressions of thought or opinion
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,there,DESCRIPTIVE_ONLY,False,False,False,28,35934,,data_derived,,35934,,0.9688,,,,,,,,,False,21147,0.001,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,the,DESCRIPTIVE_ONLY,False,False,False,60,35934,37177,data_derived,,35934,,,0.0009,0.8947,,,,,0.1587,,True,37177,0.1815,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,those,DESCRIPTIVE_ONLY,False,True,False,17,35934,6545,data_derived,,35934,,0.6,0.0035,0.9375,0.6,0.3333,0.8667,0.0,0.3079,1.0,True,6545,0.5949, legal and procedural terms related to trials and court decisions,"repeated usage of the word ""those."""
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,through,DESCRIPTIVE_ONLY,False,True,False,38,35934,64652,data_derived,,35934,,0.6667,0.0047,0.9375,0.6667,0.4,0.8667,0.0,0.0485,1.0,True,62861,0.2462, legal and procedural terms related to trials and court decisions," instances of the word ""through"""
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,top,DESCRIPTIVE_ONLY,False,False,False,14,35934,20689,data_derived,,35934,,0.8,0.0012,1.0,,,,,-0.0653,0.0,False,20689,0.1324,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,these,DESCRIPTIVE_ONLY,False,True,False,26,35934,23191,data_derived,,35934,,0.875,0.0026,0.7619,0.875,0.6875,1.0,0.0,0.2967,1.0,True,23191,0.6291, legal and procedural terms related to trials and court decisions," repetitions of the word ""these"" and related variations"
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,to,DESCRIPTIVE_ONLY,False,False,False,60,35934,62882,data_derived,,35934,,,0.0581,0.0,,,,,-0.0117,,False,22880,0.0021,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,theory,DESCRIPTIVE_ONLY,False,False,False,2,35934,,data_derived,,35934,,0.4737,,,,,,,,,False,,,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,time,DESCRIPTIVE_ONLY,False,False,False,31,35934,28017,data_derived,,35934,,0.4828,0.0076,0.8788,0.4828,0.3103,0.6552,0.0,0.1557,1.0,True,28017,0.1491,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,two,DESCRIPTIVE_ONLY,False,True,False,27,35934,12704,data_derived,,35934,,0.6786,0.0055,1.0,0.6786,0.5,0.8571,0.0,0.216,1.0,True,12704,0.6826, legal and procedural terms related to trials and court decisions,"instances of the word ""two"" and its variations"
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,than,DESCRIPTIVE_ONLY,False,False,False,29,35934,62882,data_derived,,35934,,0.9032,0.0581,0.058,0.129,0.0323,0.2581,0.0,-0.0117,0.0,False,23373,0.0,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,they,DESCRIPTIVE_ONLY,False,False,False,37,35934,22810,data_derived,,35934,,0.6957,0.0849,0.0526,0.1739,0.0435,0.3478,0.0,-0.0117,0.0,False,22810,0.0008,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,too,DESCRIPTIVE_ONLY,False,True,False,14,35934,18485,data_derived,,35934,,0.875,0.0018,1.0,0.875,0.625,1.0,0.0,0.1296,1.0,True,18485,0.3325, legal and procedural terms related to trials and court decisions,"instances of the word ""too"" in various contexts"
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,thing,DESCRIPTIVE_ONLY,False,False,False,18,35934,696,data_derived,,35934,,1.0,0.002,0.4737,1.0,1.0,1.0,0.0,0.2026,1.0,True,696,0.1967,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,this,DESCRIPTIVE_ONLY,False,True,False,35,35934,9862,data_derived,,35934,,0.96,0.0023,0.8,0.16,0.04,0.32,0.0,0.0098,0.1667,False,9862,0.0031, legal and procedural terms related to trials and court decisions," sentences that emphasize the presence or significance of specific places or institutions, particularly courts"
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,them,DESCRIPTIVE_ONLY,False,False,False,19,35934,,data_derived,,35934,,0.8077,,,,,,,,,False,35934,0.0021,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,then,DESCRIPTIVE_ONLY,False,False,False,22,35934,,data_derived,,35934,,0.9,,,,,,,,,False,23897,0.0058,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,T,take,DESCRIPTIVE_ONLY,False,False,False,17,35934,28331,data_derived,,35934,,0.7333,0.0049,0.3333,0.2667,0.0667,0.5333,0.0,-0.012,0.0,False,28331,0.0134,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,I,issue,DESCRIPTIVE_ONLY,False,False,False,15,35934,4721,data_derived,,35934,,0.8571,0.0026,0.3333,,,,,0.2097,0.1667,True,4721,0.0136,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,I,important,DESCRIPTIVE_ONLY,False,False,False,7,35934,10429,data_derived,,35934,,1.0,0.0015,0.5294,1.0,1.0,1.0,0.0,0.1686,1.0,True,31299,0.2399,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,I,imaging,DESCRIPTIVE_ONLY,False,False,False,19,35934,16914,data_derived,,35934,,0.6667,0.0107,0.75,,,,,0.2891,,True,60380,0.0971,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,I,internal,DESCRIPTIVE_ONLY,False,False,False,7,35934,,data_derived,,35934,,0.6667,,,,,,,,,False,,,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,I,input,DESCRIPTIVE_ONLY,False,False,False,13,35934,,data_derived,,35934,,0.4,,,,,,,,,False,44695,0.0001,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,I,including,DESCRIPTIVE_ONLY,False,False,False,12,35934,59416,data_derived,,35934,,0.6667,0.0061,0.5556,0.6667,0.4,0.8667,0.0,0.3658,1.0,True,63669,0.227,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,I,indicated,DESCRIPTIVE_ONLY,False,False,False,14,35934,22810,data_derived,,35934,,0.5,0.0849,0.0,,,,,-0.0002,,False,12185,0.0054,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,I,it,DESCRIPTIVE_ONLY,False,False,False,54,35934,22810,data_derived,,35934,,0.8333,0.0849,0.0,,,,,-0.0002,0.0,False,35260,0.0014,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,I,insulating,DESCRIPTIVE_ONLY,False,False,False,0,35934,,data_derived,,35934,,0.7879,,,,,,,,,False,,,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,I,interest,DESCRIPTIVE_ONLY,False,False,False,9,35934,10573,data_derived,,35934,,0.7778,0.0009,0.875,0.1111,0.0,0.3333,0.0,0.0971,0.1429,True,10573,0.1681,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,I,identity,DESCRIPTIVE_ONLY,False,False,False,17,35934,,data_derived,,35934,,1.0,,,,,,,,,False,,,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,I,IF,DESCRIPTIVE_ONLY,False,False,False,0,35934,,data_derived,,35934,,0.76,,,,,,,,,False,,,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,I,if,DESCRIPTIVE_ONLY,False,False,False,38,35934,62882,data_derived,,35934,,0.7727,0.0581,0.0154,0.0455,0.0,0.1364,0.0,0.0178,0.0,False,62882,0.0003,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,I,its,DESCRIPTIVE_ONLY,False,True,False,33,35934,15906,data_derived,,35934,,0.9259,0.0012,1.0,0.1852,0.037,0.3333,0.0,0.0047,0.2381,False,15906,0.0047, legal and procedural terms related to trials and court decisions, possessive pronouns and ownership expressions
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,I,in,DESCRIPTIVE_ONLY,False,False,False,45,35934,50908,data_derived,,35934,,0.8667,0.0092,0.0,0.0,0.0,0.0,0.0,-0.0471,0.0,False,34293,0.0015,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,I,inductive,DESCRIPTIVE_ONLY,False,False,False,17,35934,49656,data_derived,,35934,,,0.0017,0.85,,,,,0.0225,,False,39204,0.049,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,I,Inc,DESCRIPTIVE_ONLY,False,False,False,22,35934,43919,data_derived,,35934,,1.0,0.0003,1.0,,,,,0.1079,1.0,True,43919,0.1705,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,I,i,DESCRIPTIVE_ONLY,False,False,False,26,35934,,data_derived,,35934,,0.8333,,,,,,,,,False,25468,0.0024,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,I,In,DESCRIPTIVE_ONLY,False,True,False,28,35934,18586,data_derived,,35934,,0.8125,0.0044,0.8649,0.8125,0.6562,0.9375,0.0,0.286,1.0,True,18586,0.1061, legal and procedural terms related to trials and court decisions, prepositions indicating location or context
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,I,idea,DESCRIPTIVE_ONLY,False,False,False,15,35934,40590,data_derived,,35934,,0.5714,0.0012,0.75,,,,,0.0772,0.5,True,40590,0.0806,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,I,invention,DESCRIPTIVE_ONLY,False,True,False,14,35934,46056,data_derived,,35934,,0.6667,0.0029,1.0,0.6667,0.4762,0.8571,0.0,0.2508,1.0,True,46056,0.1224, legal and procedural terms related to trials and court decisions,words related to inventions or patented devices
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,I,It,DESCRIPTIVE_ONLY,False,False,False,41,35934,22810,data_derived,,35934,,0.6316,0.0849,0.0123,0.0526,0.0,0.1579,0.0,-0.0002,0.0,False,40110,0.0011,,
65k_L12,12,65k,layer_12/width_65k/average_l0_72,72,0.17,first_letter_spelling,I,is,DESCRIPTIVE_ONLY,False,False,False,41,35934,62882,data_derived,,35934,,0.7895,0.0581,0.0154,0.0526,0.0,0.1579,0.0,0.0178,0.0,False,32900,0.0002,,
